Thank you so much, Chris. 	Cám ơn rất nhiều, Chris. 
We have got to make sure that we can move our economies forward, and also our societies, based on the idea that people can really feel mathematics. 	Chúng ta phải chắc chắn rằng chúng ta có thể thúc đẩy nền kinh tế, cùng với xã hội, dựa trên ý tưởng rằng người ta có thể thật sự cảm nhận toán học. 
This isn't some optional extra. 	Đây không phải phần phụ thêm cho tùy ý chọn. 
And the country that does this first will, in my view, leapfrog others in achieving a new economy even, an improved economy, an improved outlook. 	Và đất nước nào có thể làm được điều này trước tiên sẽ nhảy vọt trước các nước khác, theo ý tôi để đạt được một nền kinh tế mới, thậm chí là một nền kinh tế được cải thiện hơn, một viễn cảnh mở mang. 
In fact, I even talk about us moving from what we often call now the "knowledge economy" to what we might call a "computational knowledge economy," where high-level math is integral to what everyone does in the way that knowledge currently is. 	Thật ra, tôi thậm chí còn nói về việc chúng ta tiến từ cái hay gọi là nền kinh tế tri thức sang cái chúng ta có thể gọi là nền kinh tế tri thức tính toán, nơi mà toán cấp cao được tích hợp vào mọi thứ người ta làm theo cách mà tri thức đang được tính hợp. 
We can engage so many more students with this, and they can have a better time doing it. 	Ta có thể lôi kéo nhiều học sinh hơn làm cách này, và các em thấy vui vẻ để làm toán. 
And let's understand: this is not an incremental sort of change. 	Và hãy hiểu rằng, đây không phải là thay đổi từ từ. 
We're trying to cross the chasm here between school math and the real-world math. 	Chúng ta đang cố vượt qua một vực thẳm ở đây giữa toán học trong nhà trường với toán học ngoài đời. 
And you know if you walk across a chasm, you end up making it worse than if you didn't start at all -- bigger disaster. 	Và bạn biết rằng nếu bạn đi bộ qua một cái vực, bạn sẽ kết thúc ở chỗ còn tệ hơn là nếu bạn đừng đi ngay từ đầu -- sẽ là thảm họa lớn hơn. 
No, what I'm suggesting is that we should leap off, we should increase our velocity so it's high, and we should leap off one side and go the other -- of course, having calculated our differential equation very carefully. 	Không, cái mà tôi đề nghị chúng ta phải phóng lên, chúng ta nên tăng tốc lên thật cao và ta nên phóng khỏi một bên vực và sang bên kia -- đương nhiên, sau khi đã tính các phương trình vi phân thật cẩn thận. 
(Laughter) So I want to see a completely renewed, changed math curriculum built from the ground up, based on computers being there, computers that are now ubiquitous almost. 	(Cười) Thế nên tôi muốn thấy một chương trình học toán được thay đổi và làm mới hoàn toàn xây từ gốc, dựa trên máy tính những chiếc máy tính mà bây giờ hầu như có khắp nơi. 
Calculating machines are everywhere and will be completely everywhere in a small number of years. 	Các công cụ tính toán có ở khắp nơi và sẽ hoàn toàn ở mọi chỗ trong ít năm nữa. 
Now I'm not even sure if we should brand the subject as math, but what I am sure is it's the mainstream subject of the future. 	Giờ thì tôi không có chắc ta có nên gọi môn học là toán không nữa, nhưng cái tôi chắc là nó sẽ là môn học chính của tương lai. 
Let's go for it, and while we're about it, let's have a bit of fun, for us, for the students and for TED here. 	Hãy làm chuyện này. Và khi chúng ta sắp sửa làm, hay vui một chút vì chúng ta, vì học sinh và vì TED ở đây. 
Thanks. 	Cám ơn. 
(Applause) 	(Vỗ tay) 
	
Delighted to be here and to talk to you about a subject dear to my heart, which is beauty. 	Tôi rất vui được ở đây và nói với quý vị về môt chủ đề thân thuộc của tôi, đó là cái đẹp. 
I do the philosophy of art, aesthetics, actually, for a living. 	Tôi nghiên cứu triết học về nghệ thuật, mỹ học, thực ra là vì kế sinh nhai 
I try to figure out intellectually, philosophically, psychologically, what the experience of beauty is, what sensibly can be said about it and how people go off the rails in trying to understand it. 	Tôi cố gắng tìm hiểu theo phương diện trí tuệ, một cách triết học, một cách tâm lý học, trải nghiệm về cái đẹp là gì, điều hợp lý nào có thể nói về nó và làm thế nào mọi người đi ra khỏi đường ray trong sự cố gắng để hiểu nó 
Now this is an extremely complicated subject, in part because the things that we call beautiful are so different. 	Đây là một đề tài cực kì phức tạp một phần bởi vì những điều ta gọi là đẹp khá là khác nhau. 
I mean just think of the sheer variety -- a baby's face, Berlioz's "Harold in Italy," movies like "The Wizard of Oz" or the plays of Chekhov, a central California landscape, a Hokusai view of Mt. Fuji, "Der Rosenkavalier," a stunning match-winning goal in a World Cup soccer match, Van Gogh's "Starry Night," a Jane Austen novel, Fred Astaire dancing across the screen. 	Ý tôi là hãy nghĩ về các vẻ hoàn toàn khác nhau gương mặt một em bé, bản nhạc "Harold in Italy" của Berlioz, những bộ phim kiểu như "The Wizard of Oz", hay các vở kịch của Chekhov, một cảnh đẹp trung tâm California, một bức tranh núi Phú Sĩ của Hokusai, "Der Rosenkavalier", một bàn thắng ghi bàn tuyệt vời ở một trận bóng đá World Cup, Bức "Starry Night" của Van Gogh, một cuốn tiểu thuyết của Jane Austen, Fred Astaire đang khiểu vũ trên màn ảnh. 
This brief list includes human beings, natural landforms, works of art and skilled human actions. 	Danh sách ngắn gọn này bao gồm những con người, tạo vật thiên nhiên, tác phẩm nghệ thuật và hoạt động điêu luyện 
An account that explains the presence of beauty in everything on this list is not going to be easy. 	Để giải thích cho sự hiện diện của cái đẹp của mọi thứ trong danh sách này thật không dễ. 
I can, however, give you at least a taste of what I regard as the most powerful theory of beauty we yet have. 	Tuy nhiên ít nhất tôi có thể cho các bạn thưởng thức điều mà tôi nhận thấy coi như là giả thuyết thuyết phục nhất chúng tôi đang có về cái đẹp 
And we get it not from a philosopher of art, not from a postmodern art theorist or a bigwig art critic. 	Chúng tôi có được giả thuyết này không phải từ một chuyên gia nghệ thuật không phải từ một nhà học giả về nghệ thuật hậu hiện đại hay từ một nhà phê bình nghệ thuật tầm cỡ 
No, this theory comes from an expert on barnacles and worms and pigeon breeding, and you know who I mean: Charles Darwin. 	Không, giả thuyết này đến từ một chuyên gia về nhân giống chim bồ câu, giun và hàu Các bạn biết người tôi nhắc tới Charles Darwin. 
Of course, a lot of people think they already know the proper answer to the question, "What is beauty?" 	Tất nhiên nhiều nhiều người nghĩ họ đã biết câu trả lời chính xác cho câu hỏi cái đẹp là gì 
It's in the eye of the beholder. 	Nó nằm trong mắt người nhìn 
It's whatever moves you personally. 	Nó là bất cứ điều gì tác động riêng với mỗi người 
